dti,total_loans,defaulted_loans,default_rate
,1711,62,3.62
-1.0,2,0,0.0
0.0,1732,158,9.12
0.01,22,3,13.64
0.02,35,4,11.43
0.03,19,2,10.53
0.04,16,1,6.25
0.05,20,1,5.0
0.06,32,4,12.5
0.07,27,2,7.41
0.08,30,3,10.0
0.09,24,2,8.33
0.1,33,3,9.09
0.11,33,3,9.09
0.12,33,6,18.18
0.13,46,3,6.52
0.14,42,4,9.52
0.15,38,4,10.53
0.16,50,2,4.0
0.17,46,2,4.35
0.18,47,3,6.38
0.19,40,6,15.0
0.2,82,4,4.88
0.21,57,4,7.02
0.22,55,5,9.09
0.23,55,8,14.55
0.24,69,3,4.35
0.25,91,11,12.09
0.26,80,2,2.5
0.27,57,7,12.28
0.28,59,6,10.17
0.29,79,6,7.59
0.3,101,9,8.91
0.31,70,7,10.0
0.32,81,4,4.94
0.33,99,6,6.06
0.34,62,6,9.68
0.35,95,8,8.42
0.36,85,8,9.41
0.37,64,7,10.94
0.38,119,14,11.76
0.39,69,4,5.8
0.4,108,8,7.41
0.41,82,8,9.76
0.42,105,8,7.62
0.43,125,9,7.2
0.44,97,9,9.28
0.45,108,10,9.26
0.46,129,7,5.43
0.47,66,5,7.58
0.48,130,7,5.38
0.49,55,5,9.09
0.5,202,12,5.94
0.51,70,7,10.0
0.52,112,10,8.93
0.53,110,11,10.0
0.54,105,12,11.43
0.55,129,10,7.75
0.56,121,8,6.61
0.57,99,12,12.12
0.58,123,8,6.5
0.59,93,11,11.83
0.6,215,22,10.23
0.61,103,1,0.97
0.62,87,6,6.9
0.63,120,13,10.83
0.64,99,9,9.09
0.65,105,9,8.57
0.66,86,7,8.14
0.67,168,14,8.33
0.68,101,7,6.93
0.69,110,13,11.82
0.7,124,13,10.48
0.71,149,18,12.08
0.72,147,7,4.76
0.73,87,4,4.6
0.74,116,5,4.31
0.75,222,17,7.66
0.76,86,8,9.3
0.77,111,11,9.91
0.78,119,13,10.92
0.79,127,6,4.72
0.8,146,10,6.85
0.81,144,13,9.03
0.82,108,13,12.04
0.83,168,9,5.36
0.84,135,14,10.37
0.85,93,6,6.45
0.86,207,17,8.21
0.87,110,9,8.18
0.88,137,11,8.03
0.89,124,6,4.84
0.9,138,7,5.07
0.91,131,10,7.63
0.92,139,12,8.63
0.93,128,7,5.47
0.94,146,15,10.27
0.95,114,8,7.02
0.96,139,9,6.47
0.97,108,5,4.63
0.98,113,8,7.08
0.99,117,11,9.4
1.0,288,27,9.38
1.01,106,8,7.55
1.02,136,5,3.68
1.03,169,14,8.28
1.04,137,18,13.14
1.05,119,8,6.72
1.06,117,12,10.26
1.07,149,12,8.05
1.08,141,15,10.64
1.09,137,14,10.22
1.1,144,9,6.25
1.11,138,12,8.7
1.12,127,12,9.45
1.13,173,12,6.94
1.14,138,10,7.25
1.15,146,13,8.9
1.16,158,16,10.13
1.17,122,12,9.84
1.18,128,10,7.81
1.19,86,5,5.81
1.2,331,24,7.25
1.21,91,6,6.59
1.22,147,19,12.93
1.23,156,13,8.33
1.24,126,16,12.7
1.25,208,12,5.77
1.26,131,14,10.69
1.27,126,15,11.9
1.28,148,11,7.43
1.29,138,13,9.42
1.3,189,24,12.7
1.31,144,20,13.89
1.32,140,20,14.29
1.33,181,17,9.39
1.34,165,12,7.27
1.35,151,19,12.58
1.36,159,14,8.81
1.37,137,16,11.68
1.38,147,9,6.12
1.39,167,11,6.59
1.4,153,10,6.54
1.41,138,6,4.35
1.42,127,11,8.66
1.43,175,14,8.0
1.44,201,22,10.95
1.45,147,10,6.8
1.46,138,8,5.8
1.47,159,16,10.06
1.48,127,7,5.51
1.49,131,10,7.63
1.5,296,25,8.45
1.51,130,19,14.62
1.52,143,16,11.19
1.53,153,12,7.84
1.54,166,7,4.22
1.55,151,7,4.64
1.56,197,21,10.66
1.57,115,10,8.7
1.58,158,15,9.49
1.59,166,17,10.24
1.6,168,10,5.95
1.61,167,16,9.58
1.62,182,14,7.69
1.63,179,22,12.29
1.64,166,5,3.01
1.65,156,15,9.62
1.66,175,14,8.0
1.67,161,10,6.21
1.68,219,18,8.22
1.69,138,20,14.49
1.7,193,18,9.33
1.71,230,13,5.65
1.72,132,9,6.82
1.73,183,13,7.1
1.74,163,19,11.66
1.75,171,10,5.85
1.76,174,16,9.2
1.77,168,19,11.31
1.78,188,16,8.51
1.79,168,16,9.52
1.8,277,25,9.03
1.81,154,21,13.64
1.82,192,16,8.33
1.83,162,14,8.64
1.84,166,15,9.04
1.85,205,13,6.34
1.86,156,15,9.62
1.87,181,14,7.73
1.88,226,19,8.41
1.89,168,15,8.93
1.9,203,21,10.34
1.91,164,14,8.54
1.92,234,20,8.55
1.93,127,11,8.66
1.94,191,21,10.99
1.95,186,17,9.14
1.96,150,17,11.33
1.97,177,16,9.04
1.98,192,11,5.73
1.99,166,13,7.83
2.0,296,22,7.43
2.01,179,10,5.59
2.02,173,10,5.78
2.03,201,17,8.46
2.04,195,13,6.67
2.05,186,15,8.06
2.06,201,18,8.96
2.07,194,19,9.79
2.08,248,14,5.65
2.09,212,15,7.08
2.1,206,24,11.65
2.11,173,14,8.09
2.12,206,17,8.25
2.13,199,22,11.06
2.14,189,15,7.94
2.15,176,19,10.8
2.16,218,26,11.93
2.17,161,6,3.73
2.18,185,23,12.43
2.19,195,9,4.62
2.2,205,17,8.29
2.21,228,23,10.09
2.22,173,7,4.05
2.23,247,21,8.5
2.24,206,21,10.19
2.25,258,16,6.2
2.26,201,19,9.45
2.27,166,17,10.24
2.28,206,22,10.68
2.29,176,16,9.09
2.3,219,18,8.22
2.31,257,27,10.51
2.32,192,12,6.25
2.33,201,14,6.97
2.34,217,22,10.14
2.35,193,12,6.22
2.36,215,15,6.98
2.37,196,20,10.2
2.38,200,13,6.5
2.39,123,6,4.88
2.4,428,39,9.11
2.41,118,6,5.08
2.42,230,16,6.96
2.43,238,15,6.3
2.44,178,16,8.99
2.45,192,21,10.94
2.46,226,19,8.41
2.47,227,24,10.57
2.48,222,19,8.56
2.49,190,19,10.0
2.5,287,33,11.5
2.51,187,10,5.35
2.52,215,14,6.51
2.53,225,22,9.78
2.54,211,24,11.37
2.55,259,20,7.72
2.56,215,23,10.7
2.57,240,23,9.58
2.58,221,13,5.88
2.59,222,15,6.76
2.6,269,20,7.43
2.61,245,23,9.39
2.62,189,15,7.94
2.63,190,15,7.89
2.64,299,18,6.02
2.65,218,10,4.59
2.66,212,16,7.55
2.67,226,16,7.08
2.68,223,9,4.04
2.69,229,17,7.42
2.7,250,14,5.6
2.71,212,14,6.6
2.72,238,18,7.56
2.73,243,31,12.76
2.74,228,21,9.21
2.75,230,20,8.7
2.76,229,12,5.24
2.77,220,19,8.64
2.78,241,26,10.79
2.79,231,11,4.76
2.8,240,23,9.58
2.81,233,18,7.73
2.82,257,12,4.67
2.83,233,25,10.73
2.84,230,12,5.22
2.85,246,14,5.69
2.86,286,22,7.69
2.87,227,15,6.61
2.88,333,31,9.31
2.89,187,11,5.88
2.9,261,24,9.2
2.91,248,24,9.68
2.92,243,22,9.05
2.93,251,20,7.97
2.94,246,17,6.91
2.95,253,13,5.14
2.96,262,21,8.02
2.97,242,28,11.57
2.98,259,24,9.27
2.99,242,25,10.33
3.0,418,38,9.09
3.01,212,26,12.26
3.02,255,22,8.63
3.03,247,23,9.31
3.04,275,23,8.36
3.05,269,23,8.55
3.06,276,23,8.33
3.07,254,23,9.06
3.08,244,17,6.97
3.09,278,22,7.91
3.1,276,24,8.7
3.11,231,16,6.93
3.12,357,30,8.4
3.13,232,14,6.03
3.14,276,29,10.51
3.15,240,15,6.25
3.16,249,23,9.24
3.17,296,25,8.45
3.18,258,26,10.08
3.19,272,20,7.35
3.2,267,23,8.61
3.21,262,25,9.54
3.22,278,20,7.19
3.23,258,26,10.08
3.24,309,23,7.44
3.25,243,16,6.58
3.26,295,27,9.15
3.27,296,16,5.41
3.28,267,23,8.61
3.29,252,19,7.54
3.3,279,22,7.89
3.31,313,24,7.67
3.32,234,25,10.68
3.33,273,23,8.42
3.34,275,27,9.82
3.35,239,20,8.37
3.36,341,24,7.04
3.37,255,24,9.41
3.38,282,24,8.51
3.39,275,18,6.55
3.4,292,16,5.48
3.41,279,24,8.6
3.42,280,23,8.21
3.43,312,24,7.69
3.44,291,20,6.87
3.45,280,30,10.71
3.46,310,29,9.35
3.47,254,19,7.48
3.48,313,23,7.35
3.49,281,21,7.47
3.5,321,15,4.67
3.51,260,31,11.92
3.52,273,27,9.89
3.53,329,33,10.03
3.54,286,26,9.09
3.55,286,20,6.99
3.56,295,22,7.46
3.57,314,22,7.01
3.58,291,24,8.25
3.59,196,21,10.71
3.6,542,48,8.86
3.61,183,19,10.38
3.62,296,19,6.42
3.63,274,20,7.3
3.64,324,36,11.11
3.65,281,27,9.61
3.66,285,33,11.58
3.67,324,24,7.41
3.68,290,28,9.66
3.69,267,22,8.24
3.7,319,27,8.46
3.71,314,24,7.64
3.72,315,26,8.25
3.73,313,33,10.54
3.74,317,28,8.83
3.75,324,34,10.49
3.76,280,28,10.0
3.77,324,27,8.33
3.78,295,21,7.12
3.79,302,30,9.93
3.8,345,35,10.14
3.81,324,19,5.86
3.82,322,21,6.52
3.83,275,23,8.36
3.84,389,31,7.97
3.85,286,25,8.74
3.86,317,26,8.2
3.87,307,18,5.86
3.88,338,33,9.76
3.89,341,29,8.5
3.9,341,31,9.09
3.91,307,30,9.77
3.92,292,20,6.85
3.93,276,21,7.61
3.94,357,27,7.56
3.95,319,31,9.72
3.96,313,25,7.99
3.97,342,22,6.43
3.98,337,24,7.12
3.99,312,21,6.73
4.0,379,33,8.71
4.01,339,25,7.37
4.02,304,17,5.59
4.03,320,24,7.5
4.04,320,24,7.5
4.05,301,18,5.98
4.06,333,25,7.51
4.07,302,37,12.25
4.08,425,35,8.24
4.09,262,27,10.31
4.1,366,29,7.92
4.11,323,24,7.43
4.12,297,25,8.42
4.13,365,36,9.86
4.14,347,32,9.22
4.15,307,31,10.1
4.16,353,26,7.37
4.17,301,21,6.98
4.18,336,38,11.31
4.19,298,17,5.7
4.2,436,37,8.49
4.21,295,26,8.81
4.22,348,27,7.76
4.23,345,29,8.41
4.24,317,35,11.04
4.25,351,32,9.12
4.26,337,26,7.72
4.27,332,32,9.64
4.28,350,25,7.14
4.29,364,35,9.62
4.3,327,31,9.48
4.31,281,30,10.68
4.32,448,36,8.04
4.33,290,21,7.24
4.34,360,38,10.56
4.35,348,25,7.18
4.36,355,30,8.45
4.37,337,24,7.12
4.38,366,31,8.47
4.39,319,26,8.15
4.4,386,38,9.84
4.41,365,20,5.48
4.42,336,28,8.33
4.43,343,21,6.12
4.44,380,36,9.47
4.45,325,30,9.23
4.46,381,31,8.14
4.47,343,26,7.58
4.48,385,27,7.01
4.49,348,33,9.48
4.5,353,26,7.37
4.51,333,21,6.31
4.52,320,22,6.88
4.53,377,28,7.43
4.54,358,27,7.54
4.55,313,29,9.27
4.56,472,39,8.26
4.57,320,22,6.88
4.58,374,33,8.82
4.59,362,31,8.56
4.6,361,31,8.59
4.61,377,27,7.16
4.62,399,36,9.02
4.63,412,34,8.25
4.64,376,31,8.24
4.65,339,30,8.85
4.66,396,29,7.32
4.67,357,26,7.28
4.68,414,30,7.25
4.69,374,35,9.36
4.7,369,39,10.57
4.71,377,24,6.37
4.72,329,19,5.78
4.73,394,33,8.38
4.74,395,31,7.85
4.75,356,27,7.58
4.76,377,30,7.96
4.77,424,24,5.66
4.78,377,26,6.9
4.79,232,18,7.76
4.8,707,60,8.49
4.81,249,18,7.23
4.82,404,33,8.17
4.83,352,34,9.66
4.84,401,29,7.23
4.85,394,35,8.88
4.86,410,36,8.78
4.87,374,35,9.36
4.88,427,31,7.26
4.89,367,40,10.9
4.9,412,39,9.47
4.91,352,29,8.24
4.92,401,47,11.72
4.93,377,33,8.75
4.94,407,42,10.32
4.95,360,27,7.5
4.96,410,33,8.05
4.97,384,33,8.59
4.98,368,32,8.7
4.99,396,29,7.32
5.0,443,35,7.9
5.01,415,39,9.4
5.02,367,33,8.99
5.03,397,38,9.57
5.04,516,52,10.08
5.05,319,26,8.15
5.06,428,36,8.41
5.07,428,33,7.71
5.08,413,36,8.72
5.09,399,25,6.27
5.1,427,39,9.13
5.11,395,37,9.37
5.12,394,36,9.14
5.13,392,31,7.91
5.14,411,26,6.33
5.15,403,31,7.69
5.16,427,42,9.84
5.17,355,34,9.58
5.18,437,36,8.24
5.19,392,31,7.91
5.2,376,31,8.24
5.21,421,32,7.6
5.22,422,41,9.72
5.23,424,36,8.49
5.24,429,45,10.49
5.25,442,43,9.73
5.26,430,43,10.0
5.27,349,29,8.31
5.28,548,51,9.31
5.29,337,24,7.12
5.3,430,41,9.53
5.31,422,28,6.64
5.32,401,30,7.48
5.33,417,38,9.11
5.34,396,27,6.82
5.35,401,23,5.74
5.36,467,41,8.78
5.37,413,32,7.75
5.38,460,40,8.7
5.39,400,30,7.5
5.4,541,49,9.06
5.41,373,32,8.58
5.42,454,33,7.27
5.43,432,40,9.26
5.44,441,41,9.3
5.45,430,40,9.3
5.46,414,46,11.11
5.47,427,40,9.37
5.48,408,40,9.8
5.49,461,38,8.24
5.5,468,52,11.11
5.51,352,25,7.1
5.52,527,42,7.97
5.53,372,26,6.99
5.54,460,26,5.65
5.55,440,33,7.5
5.56,430,41,9.53
5.57,421,41,9.74
5.58,421,32,7.6
5.59,446,40,8.97
5.6,455,51,11.21
5.61,379,30,7.92
5.62,482,44,9.13
5.63,411,45,10.95
5.64,438,26,5.94
5.65,419,31,7.4
5.66,420,27,6.43
5.67,439,33,7.52
5.68,409,38,9.29
5.69,498,42,8.43
5.7,476,44,9.24
5.71,435,27,6.21
5.72,439,31,7.06
5.73,470,47,10.0
5.74,475,46,9.68
5.75,404,37,9.16
5.76,550,52,9.45
5.77,396,34,8.59
5.78,493,42,8.52
5.79,452,35,7.74
5.8,490,49,10.0
5.81,442,38,8.6
5.82,468,37,7.91
5.83,497,43,8.65
5.84,477,42,8.81
5.85,445,35,7.87
5.86,502,36,7.17
5.87,440,27,6.14
5.88,548,51,9.31
5.89,455,34,7.47
5.9,460,47,10.22
5.91,439,41,9.34
5.92,415,30,7.23
5.93,489,50,10.22
5.94,450,46,10.22
5.95,458,41,8.95
5.96,472,46,9.75
5.97,490,63,12.86
5.98,467,42,8.99
5.99,295,27,9.15
6.0,875,77,8.8
6.01,286,25,8.74
6.02,501,46,9.18
6.03,485,39,8.04
6.04,507,52,10.26
6.05,490,44,8.98
6.06,440,40,9.09
6.07,477,40,8.39
6.08,468,43,9.19
6.09,478,43,9.0
6.1,495,44,8.89
6.11,497,51,10.26
6.12,497,47,9.46
6.13,481,43,8.94
6.14,548,49,8.94
6.15,463,40,8.64
6.16,475,35,7.37
6.17,466,54,11.59
6.18,477,40,8.39
6.19,499,41,8.22
6.2,498,29,5.82
6.21,474,50,10.55
6.22,529,55,10.4
6.23,421,34,8.08
6.24,556,51,9.17
6.25,426,42,9.86
6.26,460,38,8.26
6.27,501,52,10.38
6.28,486,42,8.64
6.29,481,36,7.48
6.3,519,46,8.86
6.31,467,35,7.49
6.32,471,45,9.55
6.33,518,43,8.3
6.34,532,48,9.02
6.35,490,47,9.59
6.36,493,31,6.29
6.37,450,43,9.56
6.38,549,40,7.29
6.39,501,28,5.59
6.4,515,47,9.13
6.41,482,55,11.41
6.42,528,40,7.58
6.43,472,41,8.69
6.44,536,47,8.77
6.45,573,52,9.08
6.46,507,43,8.48
6.47,407,31,7.62
6.48,624,58,9.29
6.49,428,42,9.81
6.5,508,43,8.46
6.51,553,44,7.96
6.52,524,47,8.97
6.53,535,47,8.79
6.54,537,61,11.36
6.55,518,36,6.95
6.56,540,43,7.96
6.57,483,42,8.7
6.58,550,43,7.82
6.59,474,43,9.07
6.6,659,59,8.95
6.61,434,37,8.53
6.62,464,38,8.19
6.63,543,35,6.45
6.64,502,42,8.37
6.65,537,45,8.38
6.66,535,39,7.29
6.67,520,46,8.85
6.68,460,37,8.04
6.69,484,32,6.61
6.7,545,54,9.91
6.71,452,42,9.29
6.72,681,57,8.37
6.73,462,35,7.58
6.74,519,40,7.71
6.75,556,38,6.83
6.76,524,47,8.97
6.77,553,51,9.22
6.78,551,43,7.8
6.79,518,46,8.88
6.8,555,36,6.49
6.81,511,37,7.24
6.82,548,70,12.77
6.83,522,37,7.09
6.84,571,49,8.58
6.85,499,49,9.82
6.86,520,48,9.23
6.87,561,57,10.16
6.88,556,43,7.73
6.89,526,48,9.13
6.9,534,40,7.49
6.91,557,64,11.49
6.92,552,37,6.7
6.93,588,51,8.67
6.94,537,39,7.26
6.95,478,36,7.53
6.96,661,48,7.26
6.97,477,47,9.85
6.98,541,38,7.02
6.99,566,48,8.48
7.0,559,44,7.87
7.01,558,49,8.78
7.02,587,52,8.86
7.03,540,34,6.3
7.04,560,50,8.93
7.05,550,54,9.82
7.06,510,42,8.24
7.07,544,49,9.01
7.08,603,43,7.13
7.09,540,46,8.52
7.1,543,51,9.39
7.11,576,46,7.99
7.12,575,46,8.0
7.13,554,41,7.4
7.14,556,55,9.89
7.15,582,55,9.45
7.16,554,41,7.4
7.17,526,38,7.22
7.18,554,48,8.66
7.19,369,27,7.32
7.2,911,74,8.12
7.21,326,23,7.06
7.22,501,38,7.58
7.23,622,55,8.84
7.24,586,48,8.19
7.25,528,50,9.47
7.26,561,54,9.63
7.27,565,47,8.32
7.28,544,44,8.09
7.29,561,53,9.45
7.3,607,45,7.41
7.31,585,42,7.18
7.32,609,58,9.52
7.33,585,57,9.74
7.34,542,51,9.41
7.35,614,47,7.65
7.36,575,51,8.87
7.37,592,58,9.8
7.38,600,39,6.5
7.39,594,52,8.75
7.4,606,56,9.24
7.41,621,62,9.98
7.42,568,53,9.33
7.43,534,38,7.12
7.44,726,83,11.43
7.45,496,44,8.87
7.46,562,56,9.96
7.47,623,48,7.7
7.48,566,52,9.19
7.49,551,42,7.62
7.5,621,56,9.02
7.51,541,54,9.98
7.52,586,50,8.53
7.53,565,53,9.38
7.54,597,55,9.21
7.55,563,60,10.66
7.56,633,64,10.11
7.57,601,53,8.82
7.58,606,51,8.42
7.59,624,47,7.53
7.6,588,51,8.67
7.61,534,64,11.99
7.62,612,62,10.13
7.63,596,50,8.39
7.64,601,40,6.66
7.65,587,45,7.67
7.66,613,49,7.99
7.67,508,43,8.46
7.68,746,58,7.77
7.69,497,50,10.06
7.7,662,59,8.91
7.71,660,62,9.39
7.72,604,52,8.61
7.73,590,39,6.61
7.74,571,45,7.88
7.75,608,54,8.88
7.76,604,59,9.77
7.77,593,58,9.78
7.78,660,56,8.48
7.79,506,44,8.7
7.8,760,74,9.74
7.81,560,42,7.5
7.82,615,55,8.94
7.83,672,68,10.12
7.84,623,59,9.47
7.85,611,71,11.62
7.86,601,70,11.65
7.87,561,54,9.63
7.88,656,63,9.6
7.89,613,56,9.14
7.9,587,58,9.88
7.91,519,50,9.63
7.92,768,80,10.42
7.93,547,60,10.97
7.94,571,43,7.53
7.95,595,46,7.73
7.96,624,44,7.05
7.97,601,53,8.82
7.98,620,52,8.39
7.99,607,42,6.92
8.0,672,64,9.52
8.01,595,55,9.24
8.02,592,57,9.63
8.03,637,59,9.26
8.04,636,57,8.96
8.05,601,59,9.82
8.06,621,48,7.73
8.07,616,52,8.44
8.08,642,58,9.03
8.09,622,60,9.65
8.1,702,61,8.69
8.11,627,54,8.61
8.12,608,61,10.03
8.13,686,68,9.91
8.14,668,51,7.63
8.15,552,43,7.79
8.16,768,66,8.59
8.17,572,53,9.27
8.18,615,61,9.92
8.19,676,64,9.47
8.2,636,50,7.86
8.21,621,53,8.53
8.22,663,64,9.65
8.23,645,55,8.53
8.24,626,50,7.99
8.25,631,57,9.03
8.26,640,57,8.91
8.27,605,47,7.77
8.28,689,57,8.27
8.29,643,59,9.18
8.3,661,51,7.72
8.31,667,67,10.04
8.32,655,48,7.33
8.33,660,61,9.24
8.34,621,51,8.21
8.35,652,56,8.59
8.36,639,57,8.92
8.37,704,63,8.95
8.38,646,51,7.89
8.39,441,38,8.62
8.4,1075,89,8.28
8.41,403,30,7.44
8.42,620,63,10.16
8.43,678,59,8.7
8.44,686,60,8.75
8.45,676,49,7.25
8.46,649,61,9.4
8.47,654,48,7.34
8.48,644,51,7.92
8.49,710,75,10.56
8.5,677,72,10.64
8.51,694,64,9.22
8.52,658,58,8.81
8.53,636,39,6.13
8.54,632,59,9.34
8.55,701,54,7.7
8.56,648,73,11.27
8.57,655,57,8.7
8.58,654,64,9.79
8.59,651,74,11.37
8.6,675,61,9.04
8.61,643,60,9.33
8.62,645,51,7.91
8.63,622,61,9.81
8.64,824,69,8.37
8.65,574,38,6.62
8.66,589,52,8.83
8.67,681,55,8.08
8.68,711,63,8.86
8.69,661,51,7.72
8.7,698,58,8.31
8.71,641,54,8.42
8.72,663,63,9.5
8.73,679,58,8.54
8.74,685,56,8.18
8.75,651,69,10.6
8.76,670,71,10.6
8.77,640,67,10.47
8.78,728,70,9.62
8.79,726,65,8.95
8.8,655,62,9.47
8.81,669,49,7.32
8.82,672,55,8.18
8.83,691,54,7.81
8.84,686,59,8.6
8.85,694,52,7.49
8.86,683,59,8.64
8.87,569,51,8.96
8.88,902,70,7.76
8.89,562,47,8.36
8.9,693,55,7.94
8.91,707,76,10.75
8.92,701,59,8.42
8.93,716,64,8.94
8.94,644,53,8.23
8.95,715,62,8.67
8.96,699,59,8.44
8.97,695,57,8.2
8.98,741,65,8.77
8.99,636,61,9.59
9.0,803,76,9.46
9.01,582,53,9.11
9.02,709,64,9.03
9.03,727,69,9.49
9.04,697,78,11.19
9.05,727,69,9.49
9.06,718,73,10.17
9.07,792,94,11.87
9.08,686,61,8.89
9.09,698,62,8.88
9.1,675,61,9.04
9.11,646,64,9.91
9.12,896,89,9.93
9.13,626,55,8.79
9.14,708,62,8.76
9.15,759,73,9.62
9.16,726,58,7.99
9.17,745,64,8.59
9.18,750,76,10.13
9.19,719,61,8.48
9.2,740,67,9.05
9.21,675,55,8.15
9.22,711,65,9.14
9.23,765,80,10.46
9.24,762,64,8.4
9.25,735,74,10.07
9.26,636,63,9.91
9.27,703,68,9.67
9.28,712,49,6.88
9.29,679,61,8.98
9.3,795,75,9.43
9.31,710,62,8.73
9.32,692,62,8.96
9.33,743,75,10.09
9.34,735,67,9.12
9.35,632,52,8.23
9.36,845,78,9.23
9.37,599,57,9.52
9.38,742,81,10.92
9.39,736,71,9.65
9.4,718,58,8.08
9.41,732,69,9.43
9.42,767,66,8.6
9.43,644,44,6.83
9.44,786,69,8.78
9.45,719,55,7.65
9.46,714,62,8.68
9.47,725,78,10.76
9.48,773,76,9.83
9.49,711,66,9.28
9.5,753,70,9.3
9.51,705,67,9.5
9.52,688,59,8.58
9.53,714,62,8.68
9.54,757,63,8.32
9.55,744,70,9.41
9.56,725,72,9.93
9.57,758,70,9.23
9.58,744,61,8.2
9.59,499,45,9.02
9.6,1156,119,10.29
9.61,497,45,9.05
9.62,782,73,9.34
9.63,783,64,8.17
9.64,735,66,8.98
9.65,726,74,10.19
9.66,789,74,9.38
9.67,716,49,6.84
9.68,724,72,9.94
9.69,744,60,8.06
9.7,760,72,9.47
9.71,722,65,9.0
9.72,769,74,9.62
9.73,749,60,8.01
9.74,767,71,9.26
9.75,791,76,9.61
9.76,698,57,8.17
9.77,702,69,9.83
9.78,780,86,11.03
9.79,786,63,8.02
9.8,796,71,8.92
9.81,744,68,9.14
9.82,724,67,9.25
9.83,681,63,9.25
9.84,952,93,9.77
9.85,681,72,10.57
9.86,755,71,9.4
9.87,790,63,7.97
9.88,769,65,8.45
9.89,736,85,11.55
9.9,798,59,7.39
9.91,695,52,7.48
9.92,781,64,8.19
9.93,729,68,9.33
9.94,731,62,8.48
9.95,810,81,10.0
9.96,732,62,8.47
9.97,726,77,10.61
9.98,730,58,7.95
9.99,772,73,9.46
10.0,786,60,7.63
10.01,661,68,10.29
10.02,782,76,9.72
10.03,791,79,9.99
10.04,784,82,10.46
10.05,723,59,8.16
10.06,753,67,8.9
10.07,672,57,8.48
10.08,1015,97,9.56
10.09,604,45,7.45
10.1,812,81,9.98
10.11,808,74,9.16
10.12,710,65,9.15
10.13,757,67,8.85
10.14,789,77,9.76
10.15,755,71,9.4
10.16,743,69,9.29
10.17,778,87,11.18
10.18,850,83,9.76
10.19,714,64,8.96
10.2,918,97,10.57
10.21,659,52,7.89
10.22,792,73,9.22
10.23,803,56,6.97
10.24,771,78,10.12
10.25,737,72,9.77
10.26,793,67,8.45
10.27,830,77,9.28
10.28,757,72,9.51
10.29,818,77,9.41
10.3,794,83,10.45
10.31,675,72,10.67
10.32,1002,101,10.08
10.33,700,53,7.57
10.34,806,77,9.55
10.35,845,87,10.3
10.36,730,58,7.95
10.37,735,70,9.52
10.38,798,81,10.15
10.39,763,83,10.88
10.4,835,79,9.46
10.41,752,53,7.05
10.42,739,68,9.2
10.43,822,71,8.64
10.44,824,76,9.22
10.45,767,67,8.74
10.46,782,76,9.72
10.47,826,68,8.23
10.48,736,55,7.47
10.49,802,71,8.85
10.5,789,69,8.75
10.51,772,68,8.81
10.52,796,83,10.43
10.53,813,76,9.35
10.54,816,72,8.82
10.55,717,62,8.65
10.56,987,81,8.21
10.57,685,59,8.61
10.58,797,70,8.78
10.59,828,70,8.45
10.6,847,90,10.63
10.61,738,67,9.08
10.62,843,90,10.68
10.63,805,70,8.7
10.64,875,94,10.74
10.65,774,71,9.17
10.66,786,65,8.27
10.67,828,76,9.18
10.68,843,79,9.37
10.69,812,64,7.88
10.7,799,64,8.01
10.71,853,83,9.73
10.72,796,80,10.05
10.73,807,67,8.3
10.74,822,77,9.37
10.75,816,81,9.93
10.76,800,82,10.25
10.77,877,103,11.74
10.78,861,86,9.99
10.79,613,52,8.48
10.8,1335,135,10.11
10.81,575,57,9.91
10.82,845,74,8.76
10.83,864,95,11.0
10.84,762,65,8.53
10.85,823,70,8.51
10.86,827,70,8.46
10.87,778,70,9.0
10.88,880,76,8.64
10.89,800,59,7.38
10.9,842,83,9.86
10.91,849,76,8.95
10.92,869,84,9.67
10.93,827,72,8.71
10.94,820,89,10.85
10.95,815,82,10.06
10.96,852,78,9.15
10.97,846,81,9.57
10.98,776,80,10.31
10.99,847,80,9.45
11.0,923,89,9.64
11.01,836,70,8.37
11.02,867,89,10.27
11.03,753,78,10.36
11.04,1053,116,11.02
11.05,724,86,11.88
11.06,797,79,9.91
11.07,857,79,9.22
11.08,873,101,11.57
11.09,834,73,8.75
11.1,888,68,7.66
11.11,802,82,10.22
11.12,861,84,9.76
11.13,847,86,10.15
11.14,826,81,9.81
11.15,848,75,8.84
11.16,822,82,9.98
11.17,794,71,8.94
11.18,842,85,10.1
11.19,858,85,9.91
11.2,770,86,11.17
11.21,840,91,10.83
11.22,869,97,11.16
11.23,844,75,8.89
11.24,862,87,10.09
11.25,832,88,10.58
11.26,811,85,10.48
11.27,776,68,8.76
11.28,1043,105,10.07
11.29,721,61,8.46
11.3,871,84,9.64
11.31,862,76,8.82
11.32,821,77,9.38
11.33,860,88,10.23
11.34,859,78,9.08
11.35,844,72,8.53
11.36,898,88,9.8
11.37,865,83,9.6
11.38,884,80,9.05
11.39,795,68,8.55
11.4,980,83,8.47
11.41,780,65,8.33
11.42,854,66,7.73
11.43,822,69,8.39
11.44,811,71,8.75
11.45,911,89,9.77
11.46,872,83,9.52
11.47,893,86,9.63
11.48,845,93,11.01
11.49,851,90,10.58
11.5,864,78,9.03
11.51,739,75,10.15
11.52,1119,107,9.56
11.53,721,77,10.68
11.54,844,94,11.14
11.55,899,83,9.23
11.56,867,76,8.77
11.57,880,86,9.77
11.58,848,68,8.02
11.59,840,88,10.48
11.6,872,76,8.72
11.61,859,75,8.73
