dti,total_loans,defaulted_loans,default_rate
51.46,4,0,0.0
51.47,8,0,0.0
51.48,7,1,14.29
51.49,5,0,0.0
51.5,8,0,0.0
51.51,6,0,0.0
51.52,12,1,8.33
51.53,5,0,0.0
51.54,6,0,0.0
51.55,9,1,11.11
51.56,11,0,0.0
51.57,7,1,14.29
51.58,9,0,0.0
51.59,3,0,0.0
51.6,11,0,0.0
51.61,8,1,12.5
51.62,10,0,0.0
51.63,2,0,0.0
51.64,8,1,12.5
51.65,8,0,0.0
51.66,4,0,0.0
51.67,6,0,0.0
51.68,3,0,0.0
51.69,2,0,0.0
51.7,5,0,0.0
51.71,4,0,0.0
51.72,5,1,20.0
51.73,9,0,0.0
51.74,6,1,16.67
51.75,5,0,0.0
51.76,4,0,0.0
51.77,5,0,0.0
51.78,6,0,0.0
51.79,8,0,0.0
51.8,12,1,8.33
51.81,1,0,0.0
51.82,6,2,33.33
51.83,5,0,0.0
51.84,8,1,12.5
51.85,8,0,0.0
51.86,4,0,0.0
51.87,5,0,0.0
51.88,13,0,0.0
51.89,6,1,16.67
51.9,8,0,0.0
51.91,3,0,0.0
51.92,8,0,0.0
51.93,7,0,0.0
51.94,8,1,12.5
51.95,4,0,0.0
51.96,7,1,14.29
51.97,11,0,0.0
51.98,7,1,14.29
51.99,8,1,12.5
52.0,15,1,6.67
52.01,2,0,0.0
52.02,6,1,16.67
52.03,8,1,12.5
52.04,3,0,0.0
52.05,4,1,25.0
52.06,11,1,9.09
52.07,5,0,0.0
52.08,7,0,0.0
52.09,8,0,0.0
52.1,6,0,0.0
52.11,5,1,20.0
52.12,7,0,0.0
52.13,7,1,14.29
52.14,2,0,0.0
52.15,9,1,11.11
52.16,7,0,0.0
52.17,7,0,0.0
52.18,9,1,11.11
52.19,5,0,0.0
52.2,4,1,25.0
52.21,9,0,0.0
52.22,5,0,0.0
52.23,6,0,0.0
52.24,4,0,0.0
52.25,4,1,25.0
52.26,3,0,0.0
52.27,8,0,0.0
52.28,8,0,0.0
52.29,5,1,20.0
52.3,7,0,0.0
52.31,8,0,0.0
52.32,4,1,25.0
52.33,7,0,0.0
52.34,6,0,0.0
52.35,6,1,16.67
52.36,12,0,0.0
52.37,6,0,0.0
52.38,5,2,40.0
52.39,3,0,0.0
52.4,10,1,10.0
52.41,2,0,0.0
52.42,4,0,0.0
52.43,5,0,0.0
52.44,11,0,0.0
52.45,7,1,14.29
52.46,7,0,0.0
52.47,5,0,0.0
52.48,5,0,0.0
52.49,5,0,0.0
52.5,8,0,0.0
52.51,6,0,0.0
52.52,5,0,0.0
52.53,8,0,0.0
52.54,6,0,0.0
52.55,6,0,0.0
52.56,5,0,0.0
52.57,5,0,0.0
52.58,12,2,16.67
52.59,4,0,0.0
52.6,7,0,0.0
52.61,6,0,0.0
52.62,3,0,0.0
52.63,10,0,0.0
52.64,10,0,0.0
52.65,5,0,0.0
52.66,11,0,0.0
52.67,8,0,0.0
52.68,10,0,0.0
52.69,8,1,12.5
52.7,11,0,0.0
52.71,6,0,0.0
52.72,8,0,0.0
52.73,6,1,16.67
52.74,12,1,8.33
52.75,3,0,0.0
52.76,6,0,0.0
52.77,4,1,25.0
52.78,8,1,12.5
52.79,1,0,0.0
52.8,9,1,11.11
52.81,10,1,10.0
52.82,9,1,11.11
52.83,1,0,0.0
52.84,2,0,0.0
52.85,7,0,0.0
52.86,4,0,0.0
52.87,4,0,0.0
52.88,11,0,0.0
52.89,7,0,0.0
52.9,7,1,14.29
52.91,8,1,12.5
52.92,2,0,0.0
52.93,7,0,0.0
52.94,3,0,0.0
52.95,7,0,0.0
52.96,5,0,0.0
52.97,8,1,12.5
52.98,4,0,0.0
52.99,6,0,0.0
53.0,9,0,0.0
53.01,5,0,0.0
53.02,7,0,0.0
53.03,3,0,0.0
53.04,6,0,0.0
53.05,10,1,10.0
53.06,9,0,0.0
53.07,6,1,16.67
53.08,5,0,0.0
53.09,6,0,0.0
53.1,6,0,0.0
53.11,7,0,0.0
53.12,9,0,0.0
53.13,4,0,0.0
53.14,4,0,0.0
53.15,3,0,0.0
53.16,2,0,0.0
53.17,4,0,0.0
53.18,4,0,0.0
53.19,10,1,10.0
53.2,13,0,0.0
53.21,2,0,0.0
53.22,7,1,14.29
53.23,1,0,0.0
53.24,13,0,0.0
53.25,9,0,0.0
53.26,7,1,14.29
53.27,4,0,0.0
53.28,5,0,0.0
53.29,9,0,0.0
53.3,6,0,0.0
53.31,2,0,0.0
53.32,8,1,12.5
53.33,3,0,0.0
53.34,3,0,0.0
53.35,6,0,0.0
53.36,12,0,0.0
53.37,2,0,0.0
53.38,4,0,0.0
53.39,2,0,0.0
53.4,4,0,0.0
53.41,6,0,0.0
53.42,5,0,0.0
53.43,3,0,0.0
53.44,7,1,14.29
53.45,8,0,0.0
53.46,5,0,0.0
53.47,4,0,0.0
53.48,8,0,0.0
53.49,3,0,0.0
53.5,8,0,0.0
53.51,4,0,0.0
53.52,3,0,0.0
53.53,5,1,20.0
53.54,5,0,0.0
53.55,9,1,11.11
53.56,6,1,16.67
53.57,7,1,14.29
53.58,8,0,0.0
53.59,4,0,0.0
53.6,12,0,0.0
53.61,1,0,0.0
53.62,5,1,20.0
53.63,8,0,0.0
53.64,7,0,0.0
53.65,6,0,0.0
53.66,4,1,25.0
53.67,2,0,0.0
53.68,8,1,12.5
53.69,1,0,0.0
53.7,3,0,0.0
53.71,6,1,16.67
53.72,7,1,14.29
53.73,1,0,0.0
53.74,8,0,0.0
53.75,6,0,0.0
53.76,9,0,0.0
53.77,6,0,0.0
53.78,6,0,0.0
53.79,8,1,12.5
53.8,9,0,0.0
53.81,1,0,0.0
53.82,6,0,0.0
53.83,8,1,12.5
53.84,11,0,0.0
53.85,2,0,0.0
53.86,4,0,0.0
53.87,7,0,0.0
53.88,2,0,0.0
53.89,8,0,0.0
53.9,2,1,50.0
53.91,6,0,0.0
53.92,7,0,0.0
53.93,5,0,0.0
53.94,5,0,0.0
53.95,4,0,0.0
53.96,7,0,0.0
53.97,5,0,0.0
53.98,9,0,0.0
53.99,2,0,0.0
54.0,9,0,0.0
54.01,7,0,0.0
54.02,7,0,0.0
54.03,10,0,0.0
54.04,4,0,0.0
54.05,3,0,0.0
54.06,5,1,20.0
54.07,7,0,0.0
54.08,5,0,0.0
54.09,2,0,0.0
54.1,7,0,0.0
54.11,5,0,0.0
54.12,3,0,0.0
54.13,4,0,0.0
54.14,4,0,0.0
54.15,6,1,16.67
54.16,3,0,0.0
54.17,4,0,0.0
54.18,6,0,0.0
54.19,5,1,20.0
54.2,15,1,6.67
54.21,3,0,0.0
54.22,7,1,14.29
54.23,7,1,14.29
54.24,6,0,0.0
54.25,4,0,0.0
54.26,9,0,0.0
54.27,3,0,0.0
54.28,6,1,16.67
54.29,6,0,0.0
54.3,5,1,20.0
54.31,8,0,0.0
54.32,8,1,12.5
54.33,7,0,0.0
54.34,9,0,0.0
54.35,4,2,50.0
54.36,7,0,0.0
54.37,7,0,0.0
54.38,1,0,0.0
54.39,7,0,0.0
54.4,8,0,0.0
54.41,5,0,0.0
54.42,5,0,0.0
54.43,5,1,20.0
54.44,10,2,20.0
54.45,8,1,12.5
54.46,7,0,0.0
54.47,5,2,40.0
54.48,5,1,20.0
54.49,3,0,0.0
54.5,7,1,14.29
54.51,7,0,0.0
54.52,7,0,0.0
54.53,5,0,0.0
54.54,4,1,25.0
54.55,4,0,0.0
54.56,10,0,0.0
54.57,4,1,25.0
54.58,2,0,0.0
54.59,7,0,0.0
54.6,7,0,0.0
54.61,6,0,0.0
54.62,7,0,0.0
54.63,11,1,9.09
54.64,6,0,0.0
54.65,2,0,0.0
54.66,4,0,0.0
54.67,5,0,0.0
54.68,5,0,0.0
54.69,6,1,16.67
54.7,3,0,0.0
54.71,2,0,0.0
54.72,3,0,0.0
54.73,12,2,16.67
54.74,4,0,0.0
54.75,5,0,0.0
54.76,9,0,0.0
54.77,4,1,25.0
54.78,4,0,0.0
54.79,2,0,0.0
54.8,10,1,10.0
54.81,3,0,0.0
54.82,3,0,0.0
54.83,5,0,0.0
54.84,7,0,0.0
54.85,6,0,0.0
54.86,7,0,0.0
54.87,3,0,0.0
54.88,9,0,0.0
54.89,4,0,0.0
54.9,5,1,20.0
54.91,4,0,0.0
54.92,4,0,0.0
54.93,5,0,0.0
54.94,8,0,0.0
54.95,6,0,0.0
54.96,8,0,0.0
54.97,4,0,0.0
54.98,8,2,25.0
54.99,3,0,0.0
55.0,3,0,0.0
55.01,4,0,0.0
55.02,8,0,0.0
55.03,8,0,0.0
55.04,6,0,0.0
55.05,4,0,0.0
55.06,6,0,0.0
55.07,5,0,0.0
55.08,10,0,0.0
55.09,5,0,0.0
55.1,9,1,11.11
55.11,9,0,0.0
55.12,5,1,20.0
55.13,1,0,0.0
55.14,1,0,0.0
55.15,4,0,0.0
55.16,5,0,0.0
55.17,3,0,0.0
55.18,3,0,0.0
55.19,1,0,0.0
55.2,6,0,0.0
55.21,9,0,0.0
55.22,5,0,0.0
55.23,6,0,0.0
55.24,4,0,0.0
55.25,10,0,0.0
55.26,6,1,16.67
55.27,6,0,0.0
55.28,6,0,0.0
55.29,2,1,50.0
55.3,9,1,11.11
55.31,7,1,14.29
55.32,7,0,0.0
55.33,5,0,0.0
55.34,9,0,0.0
55.35,4,0,0.0
55.36,5,0,0.0
55.37,3,0,0.0
55.38,7,1,14.29
55.39,3,0,0.0
55.4,7,1,14.29
55.41,3,0,0.0
55.42,6,0,0.0
55.43,6,1,16.67
55.44,4,0,0.0
55.45,6,0,0.0
55.46,7,0,0.0
55.47,3,1,33.33
55.48,6,0,0.0
55.49,2,0,0.0
55.5,6,1,16.67
55.51,9,1,11.11
55.52,5,1,20.0
55.53,9,0,0.0
55.54,8,1,12.5
55.55,2,0,0.0
55.56,5,0,0.0
55.57,7,0,0.0
55.58,6,0,0.0
55.59,4,0,0.0
55.6,11,1,9.09
55.61,5,0,0.0
55.62,5,1,20.0
55.63,5,0,0.0
55.64,3,0,0.0
55.65,7,0,0.0
55.68,11,0,0.0
55.69,4,0,0.0
55.7,6,0,0.0
55.71,2,0,0.0
55.72,5,0,0.0
55.73,3,0,0.0
55.74,6,1,16.67
55.75,2,0,0.0
55.76,7,0,0.0
55.77,4,0,0.0
55.78,7,1,14.29
55.8,7,1,14.29
55.81,5,1,20.0
55.82,4,1,25.0
55.83,6,1,16.67
55.84,6,1,16.67
55.85,4,0,0.0
55.86,6,0,0.0
55.87,4,1,25.0
55.88,8,0,0.0
55.89,6,0,0.0
55.9,3,0,0.0
55.91,9,0,0.0
55.92,8,0,0.0
55.93,13,2,15.38
55.94,6,1,16.67
55.95,2,0,0.0
55.96,4,0,0.0
55.97,6,0,0.0
55.98,6,0,0.0
55.99,5,0,0.0
56.0,12,1,8.33
56.01,4,1,25.0
56.02,4,0,0.0
56.03,2,0,0.0
56.04,4,0,0.0
56.05,2,0,0.0
56.06,3,0,0.0
56.07,8,0,0.0
56.08,9,0,0.0
56.09,2,0,0.0
56.1,7,2,28.57
56.11,3,0,0.0
56.12,7,0,0.0
56.13,9,0,0.0
56.14,4,0,0.0
56.15,8,0,0.0
56.16,9,1,11.11
56.17,3,0,0.0
56.18,6,1,16.67
56.19,3,0,0.0
56.2,4,1,25.0
56.21,4,0,0.0
56.22,5,0,0.0
56.23,6,1,16.67
56.24,8,1,12.5
56.25,6,0,0.0
56.26,5,1,20.0
56.27,4,0,0.0
56.28,4,0,0.0
56.29,3,0,0.0
56.3,4,0,0.0
56.31,6,0,0.0
56.32,6,0,0.0
56.33,3,0,0.0
56.34,4,0,0.0
56.35,6,2,33.33
56.36,6,0,0.0
56.37,7,1,14.29
56.38,3,0,0.0
56.39,2,0,0.0
56.4,5,0,0.0
56.41,1,0,0.0
56.42,3,0,0.0
56.43,7,0,0.0
56.44,4,0,0.0
56.45,7,0,0.0
56.46,6,0,0.0
56.47,2,1,50.0
56.48,9,0,0.0
56.49,1,0,0.0
56.5,4,0,0.0
56.51,6,0,0.0
56.52,9,0,0.0
56.53,6,0,0.0
56.54,4,1,25.0
56.55,1,0,0.0
56.56,7,0,0.0
56.57,2,0,0.0
56.58,2,1,50.0
56.59,4,0,0.0
56.6,7,0,0.0
56.61,2,0,0.0
56.62,4,0,0.0
56.63,4,0,0.0
56.64,8,0,0.0
56.65,4,0,0.0
56.66,3,0,0.0
56.67,4,0,0.0
56.68,4,0,0.0
56.69,10,0,0.0
56.7,7,0,0.0
56.71,3,0,0.0
56.72,5,0,0.0
56.73,4,0,0.0
56.74,2,0,0.0
56.75,4,0,0.0
56.76,5,1,20.0
56.77,4,0,0.0
56.78,7,0,0.0
56.79,6,0,0.0
56.8,11,0,0.0
56.81,1,0,0.0
56.82,2,0,0.0
56.83,4,0,0.0
56.84,5,0,0.0
56.85,5,1,20.0
56.86,6,0,0.0
56.87,4,0,0.0
56.88,1,0,0.0
56.89,8,1,12.5
56.9,7,1,14.29
56.91,6,0,0.0
56.92,4,1,25.0
56.93,4,0,0.0
56.94,5,0,0.0
56.95,6,1,16.67
56.96,4,0,0.0
56.97,1,0,0.0
56.98,6,0,0.0
56.99,5,0,0.0
57.0,6,1,16.67
57.01,4,1,25.0
57.02,4,1,25.0
57.03,6,0,0.0
57.04,2,0,0.0
57.05,3,0,0.0
57.06,1,0,0.0
57.07,2,0,0.0
57.08,5,0,0.0
57.09,3,0,0.0
57.1,3,0,0.0
57.11,3,0,0.0
57.12,3,0,0.0
57.13,4,1,25.0
57.14,5,0,0.0
57.15,1,0,0.0
57.16,2,0,0.0
57.17,7,0,0.0
57.18,4,0,0.0
57.19,1,0,0.0
57.2,7,1,14.29
57.21,1,0,0.0
57.23,4,0,0.0
57.24,6,1,16.67
57.25,9,1,11.11
57.26,1,1,100.0
57.27,8,0,0.0
57.28,4,0,0.0
57.29,2,0,0.0
57.3,6,2,33.33
57.31,6,0,0.0
57.32,8,0,0.0
57.33,4,1,25.0
57.34,4,0,0.0
57.35,6,1,16.67
57.36,5,1,20.0
57.37,4,0,0.0
57.38,3,0,0.0
57.39,3,0,0.0
57.4,4,0,0.0
57.41,3,0,0.0
57.42,4,1,25.0
57.43,11,0,0.0
57.44,1,0,0.0
57.45,4,1,25.0
57.46,5,0,0.0
57.47,5,0,0.0
57.48,4,0,0.0
57.49,1,1,100.0
57.5,9,1,11.11
57.51,5,0,0.0
57.52,5,0,0.0
57.53,1,0,0.0
57.54,3,0,0.0
57.55,2,0,0.0
57.56,7,1,14.29
57.57,3,0,0.0
57.58,4,0,0.0
57.59,2,0,0.0
57.6,11,0,0.0
57.61,6,0,0.0
57.62,3,0,0.0
57.63,2,0,0.0
57.65,2,0,0.0
57.66,3,0,0.0
57.67,2,0,0.0
57.68,12,0,0.0
57.69,2,0,0.0
57.7,3,0,0.0
57.71,5,1,20.0
57.72,5,1,20.0
57.73,4,0,0.0
57.74,3,0,0.0
57.75,1,0,0.0
57.76,9,0,0.0
57.77,3,0,0.0
57.78,3,1,33.33
57.79,1,0,0.0
57.8,7,0,0.0
57.81,5,0,0.0
57.82,4,1,25.0
57.83,5,0,0.0
57.84,3,0,0.0
57.85,3,1,33.33
57.86,4,0,0.0
57.87,3,0,0.0
57.88,1,1,100.0
57.89,5,0,0.0
57.9,4,1,25.0
57.91,3,1,33.33
57.92,6,0,0.0
57.93,10,1,10.0
57.94,4,0,0.0
57.95,2,0,0.0
57.96,6,0,0.0
57.97,3,0,0.0
57.98,9,0,0.0
57.99,12,3,25.0
58.0,12,0,0.0
58.01,2,0,0.0
58.02,6,1,16.67
58.03,7,1,14.29
58.04,3,0,0.0
58.05,1,0,0.0
58.06,3,0,0.0
58.07,4,0,0.0
58.08,3,0,0.0
58.09,2,1,50.0
58.1,4,0,0.0
58.11,5,0,0.0
58.12,3,0,0.0
58.13,3,2,66.67
58.14,4,0,0.0
58.15,4,0,0.0
58.16,9,0,0.0
58.17,3,0,0.0
58.18,6,0,0.0
58.19,10,0,0.0
58.2,5,1,20.0
58.21,9,1,11.11
58.22,3,0,0.0
58.23,3,0,0.0
58.24,4,1,25.0
58.25,5,0,0.0
58.26,2,0,0.0
58.27,7,0,0.0
58.28,4,0,0.0
58.29,5,1,20.0
58.3,4,0,0.0
58.31,1,0,0.0
58.32,5,0,0.0
58.33,3,0,0.0
58.34,2,0,0.0
58.35,3,0,0.0
58.36,1,0,0.0
58.37,4,1,25.0
58.38,3,0,0.0
58.39,1,0,0.0
58.4,12,1,8.33
58.41,3,0,0.0
58.42,2,1,50.0
58.43,2,0,0.0
58.44,4,0,0.0
58.45,6,0,0.0
58.46,6,2,33.33
58.47,5,0,0.0
58.48,9,0,0.0
58.49,4,0,0.0
58.5,7,1,14.29
58.51,6,0,0.0
58.52,8,1,12.5
58.53,6,0,0.0
58.54,6,0,0.0
58.55,1,0,0.0
58.56,4,0,0.0
58.57,5,0,0.0
58.58,7,0,0.0
58.59,4,0,0.0
58.6,9,0,0.0
58.61,3,0,0.0
58.62,4,0,0.0
58.63,6,0,0.0
58.64,5,0,0.0
58.65,3,0,0.0
58.66,6,1,16.67
58.67,5,0,0.0
58.68,2,0,0.0
58.69,3,0,0.0
58.7,4,0,0.0
58.71,3,0,0.0
58.72,4,0,0.0
58.73,2,0,0.0
58.74,2,0,0.0
58.75,4,0,0.0
58.76,3,0,0.0
58.77,5,1,20.0
58.78,4,0,0.0
58.8,10,0,0.0
58.81,2,0,0.0
58.82,4,1,25.0
58.83,4,0,0.0
58.84,3,1,33.33
58.85,2,0,0.0
58.86,3,0,0.0
58.87,7,2,28.57
58.88,3,0,0.0
58.89,5,0,0.0
58.9,1,1,100.0
58.91,3,0,0.0
58.92,6,0,0.0
58.93,4,0,0.0
58.94,3,0,0.0
58.95,8,0,0.0
58.96,8,0,0.0
58.97,3,0,0.0
58.98,5,0,0.0
58.99,3,0,0.0
59.0,7,0,0.0
59.01,2,0,0.0
59.02,2,0,0.0
59.03,2,0,0.0
59.04,6,1,16.67
59.05,3,0,0.0
59.06,2,0,0.0
59.07,3,0,0.0
59.08,2,0,0.0
59.09,2,0,0.0
59.1,1,0,0.0
59.11,4,0,0.0
59.12,2,0,0.0
59.13,5,1,20.0
59.14,4,0,0.0
59.15,1,0,0.0
59.16,2,0,0.0
59.17,7,1,14.29
59.18,7,1,14.29
59.19,6,2,33.33
59.2,5,1,20.0
59.21,2,0,0.0
59.22,2,0,0.0
59.23,7,0,0.0
59.24,4,0,0.0
59.25,3,1,33.33
59.26,3,2,66.67
59.27,4,0,0.0
59.28,5,0,0.0
59.29,6,0,0.0
59.3,4,0,0.0
59.31,2,0,0.0
59.32,6,1,16.67
59.33,5,0,0.0
59.34,4,0,0.0
59.35,2,0,0.0
59.36,6,0,0.0
59.37,3,0,0.0
59.38,5,0,0.0
59.39,1,1,100.0
59.4,4,0,0.0
59.41,4,0,0.0
59.42,1,0,0.0
59.43,2,0,0.0
59.44,6,0,0.0
59.45,7,1,14.29
59.46,3,0,0.0
59.47,2,0,0.0
59.48,7,0,0.0
59.49,4,0,0.0
59.5,5,1,20.0
59.51,1,0,0.0
59.52,7,0,0.0
59.53,3,0,0.0
59.54,1,0,0.0
59.55,2,0,0.0
59.56,5,0,0.0
59.57,5,1,20.0
59.58,3,1,33.33
59.59,5,0,0.0
59.6,5,0,0.0
59.61,1,0,0.0
59.62,3,0,0.0
59.63,1,0,0.0
59.64,4,0,0.0
59.65,3,0,0.0
59.66,4,0,0.0
59.67,4,1,25.0
59.68,6,0,0.0
59.69,3,0,0.0
59.7,2,0,0.0
59.71,4,0,0.0
59.72,4,0,0.0
59.73,1,0,0.0
59.74,1,0,0.0
59.75,5,0,0.0
59.76,3,0,0.0
59.77,6,0,0.0
59.78,1,0,0.0
59.79,5,1,20.0
59.8,5,1,20.0
59.83,5,1,20.0
59.84,6,0,0.0
59.85,5,0,0.0
59.86,2,0,0.0
59.87,2,0,0.0
59.88,4,0,0.0
59.89,2,0,0.0
59.9,3,0,0.0
59.91,1,0,0.0
59.92,4,0,0.0
59.93,2,0,0.0
59.94,2,0,0.0
59.95,1,0,0.0
59.96,6,0,0.0
59.97,2,0,0.0
59.98,4,0,0.0
60.0,6,0,0.0
60.01,5,0,0.0
60.02,4,0,0.0
60.03,2,1,50.0
60.04,1,0,0.0
60.05,4,0,0.0
60.06,2,0,0.0
60.07,1,0,0.0
60.08,6,0,0.0
60.09,5,0,0.0
60.1,1,0,0.0
60.11,6,0,0.0
60.12,1,0,0.0
60.13,4,1,25.0
60.14,6,1,16.67
60.15,3,1,33.33
60.16,3,0,0.0
60.17,5,0,0.0
60.18,3,0,0.0
60.19,3,0,0.0
60.2,9,0,0.0
60.21,1,0,0.0
60.22,5,0,0.0
60.23,5,1,20.0
60.24,3,0,0.0
60.25,6,0,0.0
60.26,2,0,0.0
60.27,1,0,0.0
60.28,2,0,0.0
60.29,3,0,0.0
60.3,3,0,0.0
60.31,3,0,0.0
60.32,2,0,0.0
60.33,4,0,0.0
60.34,3,0,0.0
60.35,2,0,0.0
60.36,5,0,0.0
60.37,3,0,0.0
60.38,4,0,0.0
60.39,4,1,25.0
60.4,9,0,0.0
60.41,1,0,0.0
60.42,3,0,0.0
60.43,4,0,0.0
60.44,6,0,0.0
60.45,1,0,0.0
60.46,2,0,0.0
60.47,3,0,0.0
60.48,5,0,0.0
60.49,5,0,0.0
60.5,4,0,0.0
60.51,2,0,0.0
60.52,3,0,0.0
60.53,4,0,0.0
60.54,3,0,0.0
60.55,4,0,0.0
60.56,6,0,0.0
60.57,4,1,25.0
60.58,4,1,25.0
60.59,1,0,0.0
60.6,6,0,0.0
60.61,4,0,0.0
60.62,2,0,0.0
60.63,5,1,20.0
60.64,4,1,25.0
60.65,5,0,0.0
60.66,3,0,0.0
60.67,3,1,33.33
60.68,2,0,0.0
60.69,2,0,0.0
60.7,1,0,0.0
60.71,4,0,0.0
60.73,6,0,0.0
60.74,2,0,0.0
60.75,2,0,0.0
60.76,2,0,0.0
60.77,3,1,33.33
60.78,3,0,0.0
60.79,2,0,0.0
60.8,9,1,11.11
60.81,1,0,0.0
60.82,1,0,0.0
60.83,6,1,16.67
60.84,2,0,0.0
60.85,1,0,0.0
60.86,5,0,0.0
60.87,4,0,0.0
60.88,4,0,0.0
60.89,3,0,0.0
60.9,4,0,0.0
60.91,6,0,0.0
60.92,1,0,0.0
60.93,1,0,0.0
60.94,3,0,0.0
60.95,4,0,0.0
60.96,4,1,25.0
60.97,2,0,0.0
60.98,4,0,0.0
60.99,3,0,0.0
61.0,2,0,0.0
61.01,7,0,0.0
61.02,3,1,33.33
61.03,5,0,0.0
61.04,5,2,40.0
61.06,6,1,16.67
61.07,6,0,0.0
61.08,2,0,0.0
61.09,3,1,33.33
61.1,9,0,0.0
61.11,5,1,20.0
61.12,4,1,25.0
61.13,3,0,0.0
61.14,1,0,0.0
61.15,2,0,0.0
61.16,2,0,0.0
61.17,8,0,0.0
61.18,4,0,0.0
61.19,5,0,0.0
61.2,6,0,0.0
61.21,3,2,66.67
61.22,3,0,0.0
61.23,2,1,50.0
61.24,3,0,0.0
61.25,1,0,0.0
61.26,4,0,0.0
61.27,2,1,50.0
61.28,4,1,25.0
61.29,2,1,50.0
61.3,2,0,0.0
61.31,5,0,0.0
61.32,3,0,0.0
61.33,3,0,0.0
61.34,7,0,0.0
61.35,1,0,0.0
61.36,5,0,0.0
61.37,6,0,0.0
61.38,10,0,0.0
61.39,2,0,0.0
61.4,7,0,0.0
61.41,2,0,0.0
61.42,2,0,0.0
61.43,2,0,0.0
61.44,3,0,0.0
61.45,3,1,33.33
61.46,8,0,0.0
61.47,4,0,0.0
61.48,7,0,0.0
61.49,1,0,0.0
61.5,6,1,16.67
61.51,6,0,0.0
61.52,8,0,0.0
61.53,1,0,0.0
61.54,1,0,0.0
61.55,2,1,50.0
61.56,3,0,0.0
61.57,4,1,25.0
61.58,1,0,0.0
61.59,4,0,0.0
61.6,5,0,0.0
61.61,1,0,0.0
61.62,1,0,0.0
61.63,1,0,0.0
61.64,4,0,0.0
61.65,1,0,0.0
61.66,5,0,0.0
61.67,2,0,0.0
61.68,4,0,0.0
61.69,10,1,10.0
61.7,2,0,0.0
61.71,5,0,0.0
61.72,3,2,66.67
61.73,4,0,0.0
61.74,1,0,0.0
61.75,3,0,0.0
61.76,4,0,0.0
61.77,2,0,0.0
61.78,1,0,0.0
61.79,4,1,25.0
61.8,5,0,0.0
61.81,1,0,0.0
61.82,4,0,0.0
61.83,7,1,14.29
61.84,3,0,0.0
61.85,6,0,0.0
61.86,1,0,0.0
61.87,2,0,0.0
61.88,3,0,0.0
61.89,3,0,0.0
61.9,5,0,0.0
61.91,3,0,0.0
61.92,5,0,0.0
61.93,2,0,0.0
61.94,3,0,0.0
61.95,1,0,0.0
61.96,3,1,33.33
61.97,3,1,33.33
61.98,6,0,0.0
61.99,3,1,33.33
62.0,10,2,20.0
62.01,1,0,0.0
62.02,1,0,0.0
62.03,1,0,0.0
62.04,4,0,0.0
62.05,2,0,0.0
62.06,4,0,0.0
62.07,2,0,0.0
62.08,5,1,20.0
62.09,2,0,0.0
62.1,4,0,0.0
62.11,2,0,0.0
62.12,3,0,0.0
62.13,1,0,0.0
62.14,4,1,25.0
62.15,1,0,0.0
62.16,3,0,0.0
62.17,2,0,0.0
62.18,3,0,0.0
62.19,4,0,0.0
62.2,2,1,50.0
62.21,4,0,0.0
62.22,3,0,0.0
62.23,1,0,0.0
62.24,6,0,0.0
62.25,1,0,0.0
62.26,3,0,0.0
62.27,1,0,0.0
62.28,1,0,0.0
62.29,6,0,0.0
62.3,3,0,0.0
62.31,1,0,0.0
62.32,2,0,0.0
62.33,3,0,0.0
62.34,5,0,0.0
62.35,2,1,50.0
62.36,3,0,0.0
62.38,4,0,0.0
62.39,2,0,0.0
62.4,6,0,0.0
62.41,6,0,0.0
62.42,1,0,0.0
62.43,3,0,0.0
62.44,2,1,50.0
62.45,5,0,0.0
62.46,4,0,0.0
62.47,4,0,0.0
62.48,3,1,33.33
62.49,2,1,50.0
62.5,2,0,0.0
62.51,3,1,33.33
62.52,2,0,0.0
62.53,3,1,33.33
62.54,1,0,0.0
62.55,3,0,0.0
62.56,2,0,0.0
62.57,4,0,0.0
62.58,4,0,0.0
62.59,4,0,0.0
62.6,4,0,0.0
62.61,1,0,0.0
62.62,4,0,0.0
62.63,6,1,16.67
62.64,8,1,12.5
62.65,5,0,0.0
62.66,3,0,0.0
62.67,4,1,25.0
62.68,3,0,0.0
62.7,8,0,0.0
62.71,3,0,0.0
62.72,5,0,0.0
62.73,2,0,0.0
62.74,1,0,0.0
62.75,1,0,0.0
62.76,2,0,0.0
62.77,1,0,0.0
62.78,3,1,33.33
62.79,3,0,0.0
62.8,5,0,0.0
62.82,1,0,0.0
62.83,2,0,0.0
62.84,2,0,0.0
62.85,3,0,0.0
62.86,2,0,0.0
62.87,3,0,0.0
62.88,6,2,33.33
62.89,2,0,0.0
62.9,1,0,0.0
62.91,2,0,0.0
62.92,5,0,0.0
62.93,1,0,0.0
62.94,3,1,33.33
62.95,1,0,0.0
62.96,2,0,0.0
62.97,4,0,0.0
62.98,3,0,0.0
62.99,4,0,0.0
63.0,6,0,0.0
63.01,2,0,0.0
63.03,2,0,0.0
63.04,5,0,0.0
63.05,2,0,0.0
63.06,1,0,0.0
63.07,3,0,0.0
63.08,4,0,0.0
63.09,2,0,0.0
63.1,7,0,0.0
63.11,2,0,0.0
63.12,2,0,0.0
63.13,5,0,0.0
63.15,4,0,0.0
63.16,4,0,0.0
63.17,1,0,0.0
63.18,3,0,0.0
63.19,3,1,33.33
63.2,6,0,0.0
63.21,2,0,0.0
63.22,4,0,0.0
63.23,4,0,0.0
63.24,3,0,0.0
63.25,2,0,0.0
